step,loss,spectral_loss,spacing_loss,smoothness_loss,curvature_loss,tv_loss,amplitude_loss,frequency_loss,prime_loss
1866,0.5106462240219116,0.05009734258055687,0.883423388004303,0.018264546990394592,2.6689207516028546e-05,0.1071920245885849,18.11721420288086,5.578027639785432e-07,0.0
1867,0.5105933547019958,0.05009059980511665,0.8833141922950745,0.018273234367370605,2.6703170078690164e-05,0.10721403360366821,18.125484466552734,5.674424414792156e-07,0.0
1868,0.5105154514312744,0.050081316381692886,0.8831608295440674,0.01828150823712349,2.6716867068898864e-05,0.10723543167114258,18.133377075195312,5.699647545043263e-07,0.0
1869,0.5104886293411255,0.05007539689540863,0.8831031918525696,0.018290109932422638,2.6731842808658257e-05,0.10725727677345276,18.141111373901367,5.699486109733698e-07,0.0
1870,0.5105231404304504,0.0500667579472065,0.8831737041473389,0.018298616632819176,2.674650568224024e-05,0.10727821290493011,18.14881706237793,5.650780394717003e-07,0.0
1871,0.5105141401290894,0.05006145313382149,0.8831498026847839,0.018307749181985855,2.676199801499024e-05,0.10730008780956268,18.15684700012207,5.685664632437692e-07,0.0
1872,0.5105064511299133,0.05005446448922157,0.8831313848495483,0.018317434936761856,2.6778268875204958e-05,0.10732278972864151,18.165159225463867,5.791517310171912e-07,0.0
1873,0.5104590058326721,0.05004590377211571,0.8830361366271973,0.018327103927731514,2.67943469225429e-05,0.10734651982784271,18.173664093017578,5.899045163459959e-07,0.0
1874,0.5104376077651978,0.050040241330862045,0.8829872012138367,0.01833672635257244,2.6810283088707365e-05,0.10737079381942749,18.182188034057617,6.163150487736857e-07,0.0
1875,0.51042640209198,0.0500316321849823,0.8829648494720459,0.018345635384321213,2.6824909582501277e-05,0.1073942705988884,18.190549850463867,6.253903279684891e-07,0.0
1876,0.510536253452301,0.05002519488334656,0.8831809759140015,0.018353847786784172,2.6838359190151095e-05,0.10741658508777618,18.198604583740234,6.364985551954305e-07,0.0
1877,0.5103148221969604,0.05001828819513321,0.8827357292175293,0.018361510708928108,2.6850731956074014e-05,0.10743843019008636,18.206558227539062,6.305571105258423e-07,0.0
1878,0.5102716684341431,0.050011225044727325,0.8826466798782349,0.018369775265455246,2.686419065867085e-05,0.10746189206838608,18.214759826660156,6.241693881747779e-07,0.0
1879,0.5103501677513123,0.05000162497162819,0.8828058242797852,0.01837877929210663,2.687927735678386e-05,0.10748644918203354,18.223093032836914,6.092749913477746e-07,0.0
1880,0.5103467106819153,0.049995068460702896,0.8827941417694092,0.01838845945894718,2.6895526389125735e-05,0.10751190781593323,18.23175048828125,5.958593192190165e-07,0.0
1881,0.510287344455719,0.04998835548758507,0.8826705813407898,0.01839863695204258,2.691243207664229e-05,0.10753785818815231,18.240633010864258,5.927918778070307e-07,0.0
1882,0.5101139545440674,0.049981191754341125,0.8823196887969971,0.01840926520526409,2.692997622943949e-05,0.10756424069404602,18.249713897705078,5.944855843154073e-07,0.0
1883,0.5103163719177246,0.04997473582625389,0.8827183246612549,0.018420306965708733,2.6948067898047157e-05,0.10759102553129196,18.258975982666016,6.078723231439653e-07,0.0
1884,0.5103656649589539,0.049966961145401,0.8828140497207642,0.0184314101934433,2.6966943551087752e-05,0.10761788487434387,18.2679443359375,6.20699324827001e-07,0.0
1885,0.5103788375854492,0.04995621740818024,0.8828437328338623,0.018442388623952866,2.698590833460912e-05,0.10764533281326294,18.276752471923828,6.323663228613441e-07,0.0
1886,0.5103276371955872,0.04994894191622734,0.8827382326126099,0.01845254749059677,2.7003276045434177e-05,0.10767177492380142,18.28538703918457,6.3154919871522e-07,0.0
1887,0.5102442502975464,0.04994211345911026,0.8825675845146179,0.01846197061240673,2.701922130654566e-05,0.10769734531641006,18.293861389160156,6.186011205500108e-07,0.0
1888,0.5099773406982422,0.04993578419089317,0.88202965259552,0.018470685929059982,2.703380050661508e-05,0.1077217385172844,18.302038192749023,6.085138579692284e-07,0.0
1889,0.5098152160644531,0.04992763698101044,0.881705641746521,0.01847868226468563,2.7047106414102018e-05,0.10774417966604233,18.3099365234375,6.007999218127225e-07,0.0
1890,0.5098716020584106,0.049919918179512024,0.8818174004554749,0.018487367779016495,2.706178929656744e-05,0.10776754468679428,18.31793785095215,5.975912813482864e-07,0.0
1891,0.5099261403083801,0.04991281405091286,0.8819236755371094,0.018496641889214516,2.7077279810328037e-05,0.10779159516096115,18.32622718811035,6.036908075657266e-07,0.0
1892,0.5098576545715332,0.0499066561460495,0.8817814588546753,0.018506431952118874,2.709347609197721e-05,0.10781626403331757,18.334766387939453,6.167547894619929e-07,0.0
1893,0.5097595453262329,0.04989808052778244,0.8815843462944031,0.018516777083277702,2.7110632800031453e-05,0.10784167051315308,18.34358787536621,6.262096690079488e-07,0.0
1894,0.5097312331199646,0.04988972097635269,0.8815257549285889,0.018527701497077942,2.71289191005053e-05,0.10786864161491394,18.352684020996094,6.313837275229162e-07,0.0
1895,0.5098005533218384,0.04988262802362442,0.8816601634025574,0.018538564443588257,2.7147490982315503e-05,0.10789617896080017,18.36162567138672,6.335935154311301e-07,0.0
1896,0.5097214579582214,0.04987574741244316,0.8814977407455444,0.018548641353845596,2.7164622224518098e-05,0.10792254656553268,18.370386123657227,6.27045949386229e-07,0.0
1897,0.5096576809883118,0.049867890775203705,0.8813685178756714,0.018557969480752945,2.718047471717e-05,0.10794759541749954,18.378829956054688,6.156965923764801e-07,0.0
1898,0.5096306204795837,0.04986131563782692,0.8813105821609497,0.018567319959402084,2.719661279115826e-05,0.10797330737113953,18.387123107910156,6.186954806253198e-07,0.0
1899,0.5096278190612793,0.04985303804278374,0.8813045024871826,0.018576979637145996,2.7213694920646958e-05,0.10799993574619293,18.395427703857422,6.231747988749703e-07,0.0
1900,0.5095791220664978,0.04984602332115173,0.8812044858932495,0.018586039543151855,2.7229594707023352e-05,0.10802431404590607,18.403539657592773,6.289695875238976e-07,0.0
1901,0.5095354914665222,0.049836598336696625,0.8811191916465759,0.01859494112432003,2.7244652301305905e-05,0.10804735124111176,18.411779403686523,6.328421591206279e-07,0.0
1902,0.5094683170318604,0.04983023181557655,0.8809804916381836,0.018603596836328506,2.7258682166575454e-05,0.10806895047426224,18.420074462890625,6.462191208811419e-07,0.0
1903,0.5094583034515381,0.04982493072748184,0.8809542655944824,0.018612192943692207,2.7272601073491387e-05,0.10808967798948288,18.428306579589844,6.494429953818326e-07,0.0
1904,0.5094311237335205,0.049818698316812515,0.8808954954147339,0.018620479851961136,2.7285590476822108e-05,0.10810960084199905,18.43657684326172,6.498163429569104e-07,0.0
1905,0.5094300508499146,0.049809761345386505,0.8808947205543518,0.01862904243171215,2.729968764469959e-05,0.10813003033399582,18.444604873657227,6.591992587345885e-07,0.0
1906,0.5093581080436707,0.04980434477329254,0.8807454109191895,0.0186377614736557,2.731451422732789e-05,0.10815171897411346,18.45258140563965,6.688665621368273e-07,0.0
1907,0.5092980861663818,0.04979587718844414,0.8806261420249939,0.018646545708179474,2.732971915975213e-05,0.10817442834377289,18.460445404052734,6.903917437739437e-07,0.0
1908,0.5093234777450562,0.049792103469371796,0.8806682229042053,0.018655650317668915,2.7345709895598702e-05,0.108198381960392,18.46833038330078,7.16481906692934e-07,0.0
1909,0.5092505812644958,0.04978444427251816,0.8805208802223206,0.018665416166186333,2.7362777473172173e-05,0.10822328180074692,18.476564407348633,7.43021814741951e-07,0.0
1910,0.5091608166694641,0.04977637901902199,0.880339503288269,0.01867557130753994,2.738004332059063e-05,0.10824912786483765,18.4853458404541,7.553862815257162e-07,0.0
1911,0.5091649889945984,0.04976692795753479,0.8803483843803406,0.018685366958379745,2.739621231739875e-05,0.10827434808015823,18.4942569732666,7.469184879482782e-07,0.0
1912,0.5090602040290833,0.04975898191332817,0.8801364302635193,0.018695179373025894,2.741273601714056e-05,0.10829991102218628,18.503164291381836,7.304592486434558e-07,0.0
1913,0.5090962648391724,0.04975249245762825,0.8802027702331543,0.018705282360315323,2.7429468900663778e-05,0.10832619667053223,18.51230812072754,7.091643965395633e-07,0.0
1914,0.5090736746788025,0.04974628612399101,0.880151093006134,0.018715260550379753,2.7445765226730146e-05,0.1083524078130722,18.521547317504883,6.971638981667638e-07,0.0
1915,0.5090069770812988,0.04973624274134636,0.8800185918807983,0.018725711852312088,2.7462756406748667e-05,0.1083790734410286,18.530948638916016,6.958954941183038e-07,0.0
1916,0.5089662075042725,0.049727000296115875,0.8799362182617188,0.018736708909273148,2.7481082724989392e-05,0.10840727388858795,18.540321350097656,6.933639724593377e-07,0.0
1917,0.5089216828346252,0.04972037672996521,0.8798415660858154,0.018747540190815926,2.7499401767272502e-05,0.1084359809756279,18.54944610595703,7.033273163870035e-07,0.0
1918,0.508915364742279,0.04971318691968918,0.8798255920410156,0.018757833167910576,2.7517291528056376e-05,0.1084635779261589,18.55813980102539,7.047815984151384e-07,0.0
1919,0.5088831782341003,0.049702852964401245,0.8797644972801208,0.018767518922686577,2.7533917091204785e-05,0.10849004238843918,18.566574096679688,7.122599186004663e-07,0.0
1920,0.5088767409324646,0.049696289002895355,0.879747211933136,0.018776994198560715,2.7549691367312334e-05,0.10851497948169708,18.575105667114258,7.214724178083998e-07,0.0
1921,0.5088214874267578,0.04969121143221855,0.8796291947364807,0.01878628507256508,2.7564738047658466e-05,0.10853853821754456,18.58371925354004,7.286496952474408e-07,0.0
1922,0.5088680982589722,0.04968232288956642,0.8797227740287781,0.018795467913150787,2.7579604648053646e-05,0.10856103897094727,18.59223747253418,7.256968501678784e-07,0.0
1923,0.5088121891021729,0.04967619478702545,0.8796061277389526,0.018803955987095833,2.759317067102529e-05,0.10858199745416641,18.60061264038086,7.138361297620577e-07,0.0
1924,0.5087572336196899,0.04967083781957626,0.8794899582862854,0.018812570720911026,2.760741517704446e-05,0.10860363394021988,18.608901977539062,7.07046638126485e-07,0.0
1925,0.5087159872055054,0.049662116914987564,0.8794082403182983,0.018821191042661667,2.7621914341580123e-05,0.10862571746110916,18.617042541503906,7.166788691392867e-07,0.0
1926,0.5086883306503296,0.04965336248278618,0.8793538808822632,0.018830040469765663,2.7636944651021622e-05,0.10864816606044769,18.625154495239258,7.35503078885813e-07,0.0
1927,0.5086235404014587,0.049646053463220596,0.8792222738265991,0.01883920468389988,2.765283170447219e-05,0.10867193341255188,18.633262634277344,7.681857709940232e-07,0.0
1928,0.5086081624031067,0.04964050278067589,0.879185140132904,0.018849113956093788,2.7670053896144964e-05,0.10869741439819336,18.64173126220703,7.875115102251584e-07,0.0
1929,0.5086523294448853,0.04963332787156105,0.8792701363563538,0.01885971426963806,2.768888953141868e-05,0.10872456431388855,18.650341033935547,7.954404281917959e-07,0.0
1930,0.5085293054580688,0.049624186009168625,0.8790249228477478,0.018870161846280098,2.7707445042324252e-05,0.10875119268894196,18.65887451171875,7.902360721345758e-07,0.0
1931,0.5084742903709412,0.04961853101849556,0.878908634185791,0.018880467861890793,2.7725724066840485e-05,0.10877739638090134,18.66733169555664,7.717288212916174e-07,0.0
1932,0.5084285736083984,0.049611058086156845,0.8788142800331116,0.018891213461756706,2.774446693365462e-05,0.10880406200885773,18.676036834716797,7.637295311724301e-07,0.0
1933,0.5084320902824402,0.049604568630456924,0.8788167238235474,0.018901845440268517,2.7763335310737602e-05,0.10883084684610367,18.68461799621582,7.606392387060623e-07,0.0
1934,0.5084055662155151,0.04959478974342346,0.8787655234336853,0.018911605700850487,2.7780070013250224e-05,0.1088554859161377,18.693218231201172,7.569327635792433e-07,0.0
1935,0.508399486541748,0.0495886467397213,0.8787479996681213,0.01892138458788395,2.7797061193268746e-05,0.10888047516345978,18.701839447021484,7.403841095765529e-07,0.0
1936,0.5083045363426208,0.049580469727516174,0.8785563111305237,0.01893116533756256,2.78139668807853e-05,0.10890559107065201,18.710668563842773,7.2257864758285e-07,0.0
1937,0.5082791447639465,0.04957090690732002,0.8785065412521362,0.018940875306725502,2.7830579711007886e-05,0.10893132537603378,18.719486236572266,7.241409321068204e-07,0.0
1938,0.508288562297821,0.04956553503870964,0.8785183429718018,0.01895003579556942,2.784561183943879e-05,0.1089555099606514,18.728185653686523,7.358770517384983e-07,0.0
1939,0.5081957578659058,0.049559470266103745,0.8783271908760071,0.018958766013383865,2.785938158922363e-05,0.10897897183895111,18.736785888671875,7.4760748702829e-07,0.0
1940,0.5082463026046753,0.04954992234706879,0.8784299492835999,0.018967153504490852,2.7872220016433857e-05,0.10900125652551651,18.745365142822266,7.623950750712538e-07,0.0
1941,0.5082221031188965,0.04954458773136139,0.8783742189407349,0.01897617243230343,2.7886078896699473e-05,0.10902442783117294,18.754179000854492,7.802112236277026e-07,0.0
1942,0.5081480741500854,0.04953770712018013,0.878221333026886,0.018985753878951073,2.7900872737518512e-05,0.10904838889837265,18.763198852539062,8.088470622169552e-07,0.0
1943,0.5081029534339905,0.04952838271856308,0.8781316876411438,0.018995627760887146,2.791707265714649e-05,0.10907287895679474,18.771984100341797,8.349555287168187e-07,0.0
1944,0.5080859661102295,0.04952215030789375,0.8780925273895264,0.01900576613843441,2.7934507670579478e-05,0.10909784585237503,18.780567169189453,8.547230549993401e-07,0.0
1945,0.5080829858779907,0.04951372742652893,0.8780861496925354,0.019015174359083176,2.7950674848398194e-05,0.10912173986434937,18.789003372192383,8.580688586334873e-07,0.0
1946,0.5080485939979553,0.04950655996799469,0.878014326095581,0.01902494952082634,2.796785338432528e-05,0.10914686322212219,18.79746437072754,8.63856541855057e-07,0.0
1947,0.5080012083053589,0.04949882626533508,0.8779177069664001,0.019035039469599724,2.7986021450487897e-05,0.10917310416698456,18.805936813354492,8.653935879010533e-07,0.0
1948,0.5079631209373474,0.04949377477169037,0.8778338432312012,0.01904500648379326,2.8003549232380465e-05,0.10919874161481857,18.814538955688477,8.646936748846201e-07,0.0
1949,0.5079185962677002,0.04948408529162407,0.8777464032173157,0.01905485987663269,2.802047492878046e-05,0.1092238649725914,18.823257446289062,8.502448736180668e-07,0.0
1950,0.5081034898757935,0.049477286636829376,0.8781119585037231,0.019064322113990784,2.8036325602442957e-05,0.10924818366765976,18.831945419311523,8.359801313417847e-07,0.0
1951,0.508089005947113,0.04947061464190483,0.8780788779258728,0.01907407119870186,2.8053344067302532e-05,0.10927308350801468,18.840436935424805,8.229083618971345e-07,0.0
1952,0.5080525279045105,0.04946129769086838,0.8780074119567871,0.01908406987786293,2.80714357359102e-05,0.10929851979017258,18.84874725341797,8.087992569016933e-07,0.0
1953,0.5080043077468872,0.04945644363760948,0.8779044151306152,0.01909353956580162,2.8088741601095535e-05,0.1093224510550499,18.8566951751709,7.947918447825941e-07,0.0
1954,0.507987380027771,0.049448348581790924,0.8778700828552246,0.019103271886706352,2.8106071113143116e-05,0.10934726893901825,18.864824295043945,7.961168080328207e-07,0.0
1955,0.5076809525489807,0.049440935254096985,0.8772550225257874,0.019113240763545036,2.8123444280936383e-05,0.10937285423278809,18.87311553955078,8.070894068623602e-07,0.0
1956,0.5076725482940674,0.04943337291479111,0.8772356510162354,0.019123412668704987,2.8140573704149574e-05,0.10939885675907135,18.88173484802246,8.317535957758082e-07,0.0
1957,0.5076124668121338,0.04942736774682999,0.8771098256111145,0.01913340389728546,2.815722291416023e-05,0.10942473262548447,18.89035987854004,8.774559887569922e-07,0.0
1958,0.5076208710670471,0.049420375376939774,0.8771217465400696,0.019143790006637573,2.8174175895401277e-05,0.10945160686969757,18.89949607849121,9.087075909519626e-07,0.0
1959,0.507534921169281,0.049410704523324966,0.8769509196281433,0.019153421744704247,2.818981920427177e-05,0.10947716236114502,18.908422470092773,9.186352372125839e-07,0.0
1960,0.5075362920761108,0.04940468445420265,0.8769477009773254,0.01916307397186756,2.8205955459270626e-05,0.10950295627117157,18.917219161987305,9.33697947402834e-07,0.0
1961,0.5075220465660095,0.04939822107553482,0.876914381980896,0.019172072410583496,2.82208693533903e-05,0.1095275804400444,18.925851821899414,9.316759133071173e-07,0.0
1962,0.5074767470359802,0.049388691782951355,0.8768250346183777,0.01918095536530018,2.8235199351911433e-05,0.10955088585615158,18.934560775756836,9.269532483813236e-07,0.0
1963,0.5074697136878967,0.049382612109184265,0.8768051862716675,0.019189728423953056,2.824893635988701e-05,0.10957300662994385,18.94333839416504,9.244027978638769e-07,0.0
1964,0.5073804259300232,0.049376897513866425,0.8766194581985474,0.01919928379356861,2.8264264983590692e-05,0.10959696769714355,18.95241355895996,9.135645768765244e-07,0.0
1965,0.5073657631874084,0.04936538636684418,0.8765943050384521,0.019209517166018486,2.828125434461981e-05,0.10962199419736862,18.961566925048828,8.971766192189534e-07,0.0
1966,0.5073515176773071,0.049359630793333054,0.8765591382980347,0.019219674170017242,2.8298414690652862e-05,0.10964784771203995,18.97051239013672,8.921605854084191e-07,0.0
1967,0.5072937607765198,0.04935315251350403,0.8764386773109436,0.019229980185627937,2.8316526368143968e-05,0.1096738874912262,18.97918701171875,8.995189659799507e-07,0.0
1968,0.507305920124054,0.049343690276145935,0.8764645457267761,0.01924053393304348,2.8335700335446745e-05,0.10970126837491989,18.987634658813477,9.095064683606324e-07,0.0
1969,0.5072336196899414,0.04933806508779526,0.8763138651847839,0.019251136109232903,2.8355018002912402e-05,0.10972850024700165,18.996030807495117,9.35030470827769e-07,0.0
1970,0.5071744918823242,0.04933048412203789,0.8761932849884033,0.019261561334133148,2.8373600798659027e-05,0.10975509881973267,19.004554748535156,9.52784034780052e-07,0.0
1971,0.5071535706520081,0.04932306334376335,0.8761484622955322,0.01927151158452034,2.839048465830274e-05,0.10978060215711594,19.01324462890625,9.682040627012611e-07,0.0
1972,0.5071297883987427,0.049313630908727646,0.8761018514633179,0.01928109861910343,2.840640263457317e-05,0.1098054051399231,19.02193260192871,9.793232038646238e-07,0.0
1973,0.5071015954017639,0.04931056126952171,0.8760346174240112,0.019290223717689514,2.8421887691365555e-05,0.10982862859964371,19.030235290527344,9.8529369552125e-07,0.0
1974,0.5070763230323792,0.04930199682712555,0.8759844899177551,0.01929972879588604,2.8438777007977478e-05,0.10985258221626282,19.038394927978516,9.906298146233894e-07,0.0
1975,0.5070372819900513,0.04929228127002716,0.8759089708328247,0.01930950954556465,2.845645576599054e-05,0.10987696051597595,19.046606063842773,9.98052314571396e-07,0.0
1976,0.5069960355758667,0.04928514361381531,0.8758237957954407,0.019319547340273857,2.847487121471204e-05,0.1099017783999443,19.054853439331055,1.01300804544735e-06,0.0
1977,0.5070140361785889,0.04928092658519745,0.8758509755134583,0.019329169765114784,2.849168231477961e-05,0.10992573946714401,19.063312530517578,1.0262948535455507e-06,0.0
1978,0.5071650743484497,0.049273714423179626,0.8761500120162964,0.019338451325893402,2.8507483875728212e-05,0.10994917154312134,19.071781158447266,1.0347141596867004e-06,0.0
1979,0.5070947408676147,0.049264516681432724,0.8760104775428772,0.019347339868545532,2.8521961212391034e-05,0.10997220128774643,19.08019256591797,1.0473310112502077e-06,0.0
1980,0.5068641901016235,0.04925817623734474,0.8755452036857605,0.01935628242790699,2.8536813260870986e-05,0.10999642312526703,19.08847427368164,1.0771241250040475e-06,0.0
1981,0.5068063139915466,0.049249958246946335,0.875428318977356,0.0193653404712677,2.8551801733556204e-05,0.11002089083194733,19.097026824951172,1.0972665904773748e-06,0.0
1982,0.5067892670631409,0.04924420267343521,0.8753879070281982,0.019375121220946312,2.856848732335493e-05,0.11004646867513657,19.105684280395508,1.1063954161727452e-06,0.0
1983,0.5067856907844543,0.04923653602600098,0.8753782510757446,0.019384942948818207,2.8585500331246294e-05,0.1100723147392273,19.114398956298828,1.103050067285949e-06,0.0
1984,0.5067388415336609,0.049228500574827194,0.8752822279930115,0.01939528062939644,2.860323729692027e-05,0.11009875684976578,19.123327255249023,1.1162514965690207e-06,0.0
1985,0.5067102909088135,0.04922100529074669,0.8752212524414062,0.019406193867325783,2.86219765257556e-05,0.11012590676546097,19.13251304626465,1.1228631819903967e-06,0.0
1986,0.5066739916801453,0.049213629215955734,0.8751441240310669,0.019416578114032745,2.8638887670240365e-05,0.11015129834413528,19.14194679260254,1.1194885018994682e-06,0.0
1987,0.5068413615226746,0.04920395463705063,0.8754788041114807,0.019426941871643066,2.8656113499891944e-05,0.11017698794603348,19.1513614654541,1.1057802566938335e-06,0.0
1988,0.5066083073616028,0.04919731989502907,0.8750073313713074,0.01943763718008995,2.86747635982465e-05,0.11020415276288986,19.16053581237793,1.0862848967008176e-06,0.0
1989,0.5065726041793823,0.049188949167728424,0.8749339580535889,0.019448311999440193,2.86937956843758e-05,0.11023204028606415,19.169570922851562,1.07106438917981e-06,0.0
1990,0.5064964294433594,0.049180224537849426,0.8747808337211609,0.019458429887890816,2.8711217964882962e-05,0.11025889217853546,19.178483963012695,1.0639898846420692e-06,0.0
1991,0.5064932703971863,0.04917317256331444,0.8747705221176147,0.01946805976331234,2.8727235985570587e-05,0.11028486490249634,19.187284469604492,1.0661777878340217e-06,0.0
1992,0.5065404176712036,0.04916606843471527,0.8748611211776733,0.01947784423828125,2.8743748771375977e-05,0.1103108674287796,19.196008682250977,1.0836297406058293e-06,0.0
1993,0.5064738392829895,0.049158524721860886,0.874724805355072,0.019488103687763214,2.876092003134545e-05,0.11033729463815689,19.204940795898438,1.1137137789773988e-06,0.0
1994,0.5063992142677307,0.049153171479701996,0.874567449092865,0.019498802721500397,2.8778735213563778e-05,0.1103641465306282,19.214061737060547,1.153643211182498e-06,0.0
1995,0.5063449144363403,0.04914539307355881,0.8744562864303589,0.019508883357048035,2.8795409889426082e-05,0.11038902401924133,19.222929000854492,1.195629238281981e-06,0.0
1996,0.5063698887825012,0.04913777485489845,0.8745040893554688,0.019518587738275528,2.8811984520871192e-05,0.11041346937417984,19.231414794921875,1.2240612932146178e-06,0.0
1997,0.5062868595123291,0.04913093522191048,0.8743348121643066,0.019527617841959,2.882739318010863e-05,0.11043696850538254,19.2396297454834,1.2537732345663244e-06,0.0
1998,0.5062482357025146,0.049123018980026245,0.8742566704750061,0.01953670009970665,2.8842991014244035e-05,0.11046046763658524,19.24781036376953,1.2642271940421779e-06,0.0
1999,0.5061801075935364,0.049114909023046494,0.8741199970245361,0.019546261057257652,2.8860340535175055e-05,0.11048560589551926,19.255884170532227,1.266686808776285e-06,0.0
2000,0.5062291026115417,0.04910978302359581,0.8742110729217529,0.019555874168872833,2.8877555450890213e-05,0.11051087081432343,19.264244079589844,1.2625386034414987e-06,0.0
2001,0.5061073303222656,0.04909973964095116,0.8739698529243469,0.019566133618354797,2.889588722609915e-05,0.11053699254989624,19.272911071777344,1.2595971838891273e-06,0.0
2002,0.5061037540435791,0.049095019698143005,0.8739535808563232,0.01957697980105877,2.8915153961861506e-05,0.11056387424468994,19.281856536865234,1.2586390312208096e-06,0.0
2003,0.5062783360481262,0.0490858368575573,0.8743029236793518,0.019587311893701553,2.8933016437804326e-05,0.11058931052684784,19.290760040283203,1.2535301721072756e-06,0.0
2004,0.5062682032585144,0.04907850921154022,0.874279260635376,0.019597506150603294,2.8950482374057174e-05,0.11061384528875351,19.2995548248291,1.2421968449416454e-06,0.0
2005,0.5060319900512695,0.04907291382551193,0.8738003969192505,0.019607560709118843,2.8967822800041176e-05,0.11063873022794724,19.308177947998047,1.2556995443446795e-06,0.0
2006,0.5060343742370605,0.04906473308801651,0.8738036155700684,0.019617702811956406,2.898569255194161e-05,0.11066455394029617,19.316869735717773,1.248328885594674e-06,0.0
2007,0.5059273838996887,0.04905755817890167,0.8735860586166382,0.019627774134278297,2.900326762755867e-05,0.11069104075431824,19.32559585571289,1.2678183338721283e-06,0.0
2008,0.5058661699295044,0.04904979094862938,0.8734609484672546,0.019637729972600937,2.9020300644333474e-05,0.11071736365556717,19.334484100341797,1.2930116781717516e-06,0.0
2009,0.5058464407920837,0.04904275760054588,0.8734164834022522,0.019648076966404915,2.9037677450105548e-05,0.11074470728635788,19.34374237060547,1.313055690843612e-06,0.0
2010,0.505815327167511,0.04903410002589226,0.8733528256416321,0.01965804025530815,2.905407927755732e-05,0.11077119410037994,19.352937698364258,1.329011524831003e-06,0.0
2011,0.5057774782180786,0.04902686923742294,0.8732727766036987,0.019667597487568855,2.9069353331578895e-05,0.11079632490873337,19.362071990966797,1.3386038517637644e-06,0.0
2012,0.5057611465454102,0.04902001470327377,0.8732346296310425,0.019677815958857536,2.9085927963024005e-05,0.11082227528095245,19.37146759033203,1.3483274869940942e-06,0.0
2013,0.5056689381599426,0.04901238530874252,0.8730466961860657,0.019688328728079796,2.910391049226746e-05,0.11084876209497452,19.380634307861328,1.3529077023122227e-06,0.0
2014,0.5057016015052795,0.049003344029188156,0.8731108903884888,0.019699284806847572,2.9122498744982295e-05,0.11087573319673538,19.389982223510742,1.3692720131075475e-06,0.0
2015,0.5056777596473694,0.04899730533361435,0.8730562329292297,0.019710227847099304,2.914152901212219e-05,0.11090347170829773,19.399200439453125,1.3827163911628304e-06,0.0
2016,0.5055783987045288,0.04898855835199356,0.8728569149971008,0.019720403477549553,2.9159240511944517e-05,0.11093003302812576,19.408082962036133,1.3967686527394108e-06,0.0
2017,0.5055996179580688,0.04898151010274887,0.8728958368301392,0.019729875028133392,2.9175680538173765e-05,0.11095549911260605,19.41666030883789,1.4148251921142219e-06,0.0
2018,0.5056039094924927,0.04897414147853851,0.8729019165039062,0.01973886601626873,2.91911910608178e-05,0.1109791249036789,19.425045013427734,1.4365062952492735e-06,0.0
2019,0.5056105256080627,0.0489669032394886,0.8729117512702942,0.019748572260141373,2.9207927582319826e-05,0.11100368946790695,19.43375587463379,1.4543605857397779e-06,0.0
2020,0.5055103302001953,0.04896080121397972,0.8727052807807922,0.019758781418204308,2.922536077676341e-05,0.11102885007858276,19.44268798828125,1.4803175645283773e-06,0.0
2021,0.5054408311843872,0.04895293340086937,0.8725636005401611,0.019768789410591125,2.924199725384824e-05,0.11105271428823471,19.451671600341797,1.503462272012257e-06,0.0
2022,0.5056645274162292,0.048944760113954544,0.8730090260505676,0.01977844350039959,2.9257706046337262e-05,0.11107606440782547,19.460628509521484,1.5205079080260475e-06,0.0
2023,0.5055736303329468,0.04893846437335014,0.8728222846984863,0.019787821918725967,2.9273378459038213e-05,0.11109939217567444,19.469221115112305,1.5276589238055749e-06,0.0
2024,0.5055416822433472,0.04893173649907112,0.8727544546127319,0.019797565415501595,2.9290440579643473e-05,0.11112450808286667,19.47760581970215,1.540131279398338e-06,0.0
2025,0.5054938793182373,0.04892311245203018,0.8726592063903809,0.019807742908596992,2.9309094315976836e-05,0.11115124821662903,19.485872268676758,1.550614797451999e-06,0.0
2026,0.5052411556243896,0.04891886189579964,0.8721455931663513,0.019818101078271866,2.9328464734135196e-05,0.11117834597826004,19.493947982788086,1.568388825035072e-06,0.0
2027,0.505265474319458,0.04891069233417511,0.872193455696106,0.01982845924794674,2.9347613235586323e-05,0.11120540648698807,19.502338409423828,1.5804525901330635e-06,0.0
2028,0.505194902420044,0.048901330679655075,0.8720530271530151,0.019839415326714516,2.9367709430516697e-05,0.11123307794332504,19.511043548583984,1.5901119923000806e-06,0.0
2029,0.5051934123039246,0.04889478161931038,0.8720446228981018,0.01985088363289833,2.9388542316155508e-05,0.11126210540533066,19.519989013671875,1.6085753031802597e-06,0.0
2030,0.5051723718643188,0.04888933524489403,0.8719954490661621,0.019861744716763496,2.9407656256807968e-05,0.11129015684127808,19.528825759887695,1.635763169360871e-06,0.0
2031,0.5051345825195312,0.048880938440561295,0.8719184994697571,0.019872108474373817,2.9425413231365383e-05,0.11131671071052551,19.53763771057129,1.6598346519458573e-06,0.0
2032,0.5052844882011414,0.04887353256344795,0.8722147941589355,0.019882040098309517,2.9441876904456876e-05,0.11134182661771774,19.54656982421875,1.6569318859183113e-06,0.0
2033,0.5050345659255981,0.04886644706130028,0.8717107772827148,0.019891902804374695,2.9458356948453e-05,0.11136722564697266,19.55548095703125,1.6560142057642224e-06,0.0
